#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
1,Tarik Skubal,DET,14,9,0,32,32,199.2,10.92,1.96,0.92,0.289,77.20%,42.30%,2.81,2.79,5.9
2,Paul Skenes,PIT,13,10,0,32,32,194,10.99,2.39,0.81,0.297,75.90%,44.40%,2.91,2.77,5.7
3,Garrett Crochet,BOS,14,9,0,32,32,193,11.14,2.32,0.91,0.3,75.90%,45.60%,3.01,2.84,5.6
4,Cristopher Sánchez,PHI,13,10,0,32,32,198,8.74,2.27,0.8,0.303,74.80%,54.50%,3.16,3.21,4.7
5,Jacob deGrom,TEX,12,10,0,31,31,184.2,10.45,2.02,1.2,0.288,74.70%,37.90%,3.46,3.32,4.3
6,Cole Ragans,KCR,12,9,0,29,29,172,11.01,3.25,0.93,0.292,76.10%,39.90%,3.22,3.22,4.2
7,Chris Sale,ATL,12,8,0,28,28,168.2,10.98,2.36,0.97,0.298,75.00%,41.70%,3.19,3.03,4.1
8,Logan Webb,SFG,12,11,0,32,32,199.1,8.45,2.12,0.76,0.309,73.10%,54.70%,3.32,3.15,4.1
9,Sonny Gray,BOS,11,10,0,31,31,181.1,9.42,2.37,1.05,0.304,73.00%,45.10%,3.68,3.45,3.9
10,Dylan Cease,TOR,12,10,0,32,32,185,10.52,3.29,1.09,0.289,74.90%,38.20%,3.6,3.57,3.8
11,Framber Valdez,,12,10,0,31,31,190.1,8.44,2.96,0.76,0.31,73.30%,55.90%,3.47,3.47,3.7
12,Max Fried,NYY,13,9,0,31,31,189.1,8.5,2.59,0.9,0.299,75.00%,50.60%,3.34,3.52,3.6
13,Yoshinobu Yamamoto,LAD,11,8,0,28,28,161.1,9.46,2.75,0.97,0.299,74.50%,49.40%,3.44,3.45,3.6
14,Hunter Brown,HOU,12,10,0,31,31,184.1,9.78,2.97,1.02,0.3,73.60%,47.30%,3.63,3.54,3.6
15,Hunter Greene,CIN,11,11,0,31,31,183.2,10.78,3.01,1.38,0.286,74.10%,33.70%,3.94,3.9,3.6
16,Jesús Luzardo,PHI,11,10,0,31,31,181,9.89,2.83,1.16,0.29,75.40%,40.50%,3.57,3.65,3.5
17,Blake Snell,LAD,12,8,0,29,29,173.1,11.01,3.94,1.04,0.291,75.70%,43.00%,3.53,3.58,3.5
18,Joe Ryan,MIN,11,10,0,31,31,182.1,9.83,2.18,1.31,0.288,73.40%,33.60%,3.81,3.71,3.4
19,Nathan Eovaldi,TEX,11,9,0,29,29,174.2,8.86,2.26,1.05,0.297,73.40%,46.00%,3.58,3.55,3.4
20,Bryan Woo,SEA,12,11,0,32,32,195,9.03,2.04,1.21,0.284,74.10%,39.50%,3.59,3.67,3.3
21,Ranger Suárez,,11,9,0,29,29,168.2,8.23,2.55,0.95,0.299,73.90%,48.10%,3.55,3.62,3.3
22,Pablo López,MIN,11,11,0,31,31,182,8.96,2.32,1.14,0.299,72.80%,42.10%,3.8,3.69,3.2
23,Kyle Bradish,BAL,10,9,0,28,28,161.2,9.49,2.81,1.07,0.301,73.80%,45.30%,3.69,3.65,3.2
24,Logan Gilbert,SEA,11,9,0,29,29,166.1,9.83,2.1,1.13,0.286,74.80%,39.90%,3.39,3.39,3.2
25,George Kirby,SEA,11,10,0,31,31,178.1,8.78,1.71,1.12,0.289,73.50%,42.40%,3.5,3.49,3.2
26,Tyler Glasnow,LAD,10,7,0,26,26,147.2,10.48,3.31,1.06,0.296,74.30%,44.80%,3.6,3.52,3.1
27,Zack Wheeler,PHI,8,6,0,21,21,125.2,10.39,2.25,1.04,0.289,75.60%,41.60%,3.2,3.21,3
28,José Soriano,LAA,11,11,0,31,31,177.1,8.36,3.82,0.76,0.31,73.60%,57.20%,3.65,3.79,3
29,Spencer Schwellenbach,ATL,11,9,0,28,28,166.2,8.79,2.06,1.09,0.302,73.20%,45.30%,3.65,3.55,3
30,Brandon Woodruff,MIL,10,9,0,28,28,159.2,9.48,2.45,1.31,0.286,73.70%,36.40%,3.85,3.86,3
31,Aaron Nola,PHI,11,11,0,31,31,180.2,8.76,2.3,1.32,0.294,73.20%,42.30%,3.99,3.96,3
32,Freddy Peralta,MIL,11,10,0,31,31,177.2,10.12,3.32,1.26,0.285,74.00%,36.60%,3.91,3.95,2.9
33,MacKenzie Gore,WSN,10,11,0,31,31,175.2,9.88,3.42,1.13,0.29,74.40%,39.40%,3.77,3.84,2.9
34,Nick Pivetta,SDP,12,11,0,32,32,191,9.89,2.77,1.39,0.286,74.30%,33.80%,3.96,3.95,2.9
35,Drew Rasmussen,TBR,10,10,0,31,31,171,8.24,2.36,1.13,0.304,72.40%,46.70%,3.94,3.83,2.8
36,Michael King,,10,10,0,29,29,160,9.17,3.09,1.16,0.292,73.70%,40.90%,3.86,3.92,2.8
37,Kevin Gausman,TOR,11,11,0,31,31,185.1,8.76,2.65,1.25,0.293,72.70%,38.00%,4.05,3.95,2.8
38,Shane McClanahan,TBR,9,8,0,24,24,138,9.73,2.64,1.13,0.3,74.90%,45.60%,3.58,3.57,2.8
39,Chase Burns,CIN,9,8,0,37,23,138,10.28,2.82,1.22,0.295,74.50%,41.00%,3.71,3.64,2.8
40,Shohei Ohtani,LAD,9,7,0,24,24,125.1,10.48,2.79,1.13,0.29,75.40%,41.30%,3.45,3.48,2.8
41,Spencer Strider,ATL,10,9,0,28,28,161,10.48,3.23,1.18,0.295,73.90%,37.20%,3.83,3.73,2.7
42,Eury Pérez,MIA,9,10,0,28,28,154,10.03,3.14,1.29,0.285,73.30%,32.40%,4,3.91,2.6
43,Jack Flaherty,DET,10,10,0,29,29,165.2,9.72,3.16,1.19,0.294,73.70%,39.80%,3.91,3.87,2.6
44,Shane Bieber,TOR,10,9,0,28,28,158.1,8.21,2.14,1.15,0.301,72.70%,45.90%,3.86,3.77,2.5
45,Yusei Kikuchi,LAA,10,11,0,31,31,177.2,9.2,3.18,1.33,0.295,73.90%,40.70%,4.09,4.17,2.5
46,Merrill Kelly,,11,11,0,31,31,179.1,8.28,2.76,1.25,0.296,72.90%,41.50%,4.1,4.1,2.5
47,Sandy Alcantara,MIA,10,12,0,31,31,186.2,7.65,2.7,1.07,0.304,70.90%,47.00%,4.15,4.01,2.5
48,Kris Bubic,KCR,9,9,0,40,24,155.1,8.56,3.11,1.01,0.3,73.40%,45.00%,3.79,3.83,2.5
49,Nick Lodolo,CIN,9,10,0,28,28,154.1,9.19,2.5,1.3,0.3,72.30%,42.30%,4.07,4.04,2.4
50,Luis Castillo,SEA,11,11,0,31,31,181.1,8.51,2.54,1.24,0.286,73.60%,40.00%,3.86,3.99,2.4
51,Trevor Rogers,BAL,11,11,0,31,31,184.1,7.66,3.04,1.16,0.299,72.30%,43.50%,4.17,4.22,2.4
52,Matthew Boyd,CHC,11,10,0,31,31,183.1,8.09,2.71,1.26,0.285,73.80%,37.70%,3.93,4.18,2.4
53,David Peterson,NYM,12,10,0,31,31,182,7.94,3.47,0.92,0.299,74.50%,51.60%,3.68,3.98,2.3
54,Zac Gallen,,11,12,0,32,32,191.1,8.55,2.91,1.24,0.3,72.20%,42.20%,4.22,4.1,2.3
55,Tanner Bibee,CLE,10,11,0,31,31,182,8.47,2.75,1.26,0.292,72.80%,39.60%,4.08,4.13,2.3
56,Joe Musgrove,SDP,10,9,0,28,28,159,8.51,2.3,1.22,0.293,72.80%,42.00%,3.9,3.96,2.3
57,Mitch Keller,PIT,9,12,0,31,31,179.2,7.78,2.74,1.15,0.301,70.10%,42.80%,4.33,4.15,2.3
58,Brady Singer,CIN,10,11,0,31,31,175.2,8.4,2.87,1.36,0.302,71.80%,44.00%,4.4,4.35,2.3
59,Casey Mize,DET,10,10,0,29,29,162.1,7.94,2.49,1.21,0.295,72.10%,41.50%,4.09,4.04,2.3
60,Grayson Rodriguez,LAA,8,8,0,23,23,129,9.47,3.04,1.17,0.295,74.10%,42.40%,3.8,3.84,2.3
61,Carlos Rodón,NYY,10,9,0,28,28,161.2,9.71,3.27,1.29,0.287,73.60%,36.50%,4.03,4.06,2.2
62,Cody Ponce,,9,9,0,26,26,147.2,8.47,2.74,1.15,0.302,72.00%,44.10%,4.08,3.96,2.2
63,Nolan McLean,NYM,10,9,0,28,28,163,8.52,3.49,0.94,0.295,73.50%,50.00%,3.74,3.93,2.2
64,Cade Cavalli,WSN,9,10,0,26,26,151.2,7.53,3.1,1,0.299,72.10%,49.90%,3.98,4.1,2.2
65,Reese Olson,DET,9,9,0,26,26,142.1,8.3,3.02,1.04,0.299,72.20%,44.90%,3.97,3.92,2.2
66,Michael Wacha,KCR,10,11,0,29,29,170,7.14,2.65,1.27,0.293,71.00%,37.70%,4.38,4.37,2.2
67,Shota Imanaga,CHC,10,10,0,29,29,171.1,8.17,1.96,1.55,0.284,74.30%,33.40%,4.12,4.3,2.2
68,Clay Holmes,NYM,11,10,0,31,31,175.2,7.5,3.62,0.84,0.303,72.30%,54.30%,3.92,4.06,2.1
69,Chris Bassitt,,10,10,0,29,29,164,8.14,3.11,1.13,0.297,71.80%,43.80%,4.14,4.18,2.1
70,Ryan Pepiot,TBR,10,11,0,31,31,174.2,9.23,3.23,1.41,0.292,73.30%,37.20%,4.28,4.33,2.1
71,Shane Baz,TBR,9,11,0,29,29,165.1,8.9,3.31,1.29,0.298,72.40%,42.80%,4.27,4.26,2.1
72,Zach Eflin,,10,10,0,29,29,164,7.03,1.76,1.32,0.297,71.70%,42.60%,4.15,4.16,2
73,Gerrit Cole,NYY,9,8,0,24,24,140.1,9.16,2.64,1.35,0.287,73.50%,38.00%,4,4.04,2
74,Andrew Abbott,CIN,9,11,0,29,29,167.2,8.31,2.9,1.59,0.289,72.60%,33.10%,4.58,4.63,2
75,Edward Cabrera,MIA,8,9,0,26,26,142.1,9.47,3.64,1.05,0.3,72.00%,45.50%,4.03,3.91,2
76,Gavin Williams,CLE,10,11,0,31,31,177.1,9.16,3.88,1.15,0.295,73.50%,42.10%,4.07,4.16,2
77,Trey Yesavage,TOR,9,8,0,24,24,136.2,9.8,3.68,1.12,0.291,73.90%,41.40%,3.86,3.91,2
78,Brayan Bello,BOS,9,11,0,29,29,168,7.5,3.16,1.06,0.311,70.40%,49.70%,4.4,4.21,2
79,Seth Lugo,KCR,9,10,0,28,28,161.1,7.71,2.94,1.22,0.3,71.30%,41.30%,4.37,4.29,1.9
80,Reid Detmers,LAA,8,9,0,34,24,148.2,9.5,3.44,1.23,0.293,73.50%,39.60%,4.03,4.09,1.9
81,Brandon Pfaadt,ARI,10,11,0,31,31,178.1,7.8,2.15,1.28,0.305,70.60%,41.20%,4.33,4.09,1.9
82,Luis Severino,ATH,10,11,0,31,31,182.1,7.34,2.89,1.32,0.297,70.90%,42.30%,4.51,4.55,1.9
83,Quinn Priester,MIL,10,10,0,29,29,169,7.33,3.09,1.07,0.303,71.90%,51.00%,4.14,4.2,1.9
84,Bubba Chandler,PIT,9,11,0,38,26,162.1,8.21,3.51,1.15,0.295,71.70%,41.50%,4.28,4.29,1.9
85,Jeffrey Springs,ATH,10,11,0,31,31,175.1,7.7,2.87,1.51,0.291,71.70%,35.70%,4.62,4.65,1.9
86,Eduardo Rodriguez,ARI,10,10,0,29,29,164.1,7.91,3.17,1.23,0.3,72.00%,39.80%,4.35,4.29,1.9
87,Cam Schlittler,NYY,9,9,0,26,26,148.1,8.57,3.45,1.18,0.29,72.90%,44.10%,4.07,4.22,1.8
88,Braxton Garrett,MIA,7,7,0,34,18,115.2,7.98,2.23,1.03,0.302,72.20%,47.40%,3.79,3.75,1.8
89,Emmet Sheehan,LAD,7,6,0,42,16,115,10.27,3.1,1.31,0.286,74.70%,35.90%,3.85,3.91,1.8
90,Zebby Matthews,MIN,8,8,0,45,19,130.2,8.48,2.22,1.26,0.295,72.50%,39.70%,3.99,3.9,1.8
91,Sean Manaea,NYM,10,9,0,28,28,149,8.99,3.06,1.28,0.287,73.50%,38.70%,4.02,4.16,1.8
92,Tatsuya Imai,,8,9,0,26,26,147.2,8.41,3.62,1.11,0.304,71.70%,45.40%,4.29,4.22,1.8
93,Shane Smith,CHW,9,11,0,29,29,168.1,8.19,3.47,1.27,0.293,71.80%,41.70%,4.37,4.47,1.8
94,Noah Cameron,KCR,9,9,0,26,26,148.1,7.39,3.01,1.16,0.297,72.20%,43.00%,4.19,4.28,1.7
95,Jack Leiter,TEX,9,11,0,29,29,161.2,8.71,3.78,1.32,0.288,72.00%,37.40%,4.45,4.5,1.7
96,Roki Sasaki,LAD,8,8,0,41,21,135,8.5,3.33,1.17,0.301,71.90%,46.50%,4.22,4.2,1.7
97,Zack Littell,,10,12,0,31,31,174.2,6.83,1.91,1.49,0.295,70.70%,38.70%,4.54,4.53,1.7
98,Bailey Ober,MIN,8,9,0,35,23,141.1,8.23,2.11,1.54,0.287,72.50%,31.80%,4.33,4.35,1.7
99,Patrick Sandoval,BOS,7,7,0,35,19,123.1,8.36,3.51,0.99,0.303,73.10%,46.50%,3.94,3.98,1.7
100,Jameson Taillon,CHC,9,11,0,29,29,171,7.02,2.19,1.48,0.291,71.00%,37.60%,4.54,4.53,1.7
101,Braxton Ashcraft,PIT,8,9,0,41,23,141.1,7.61,2.95,1.03,0.302,71.60%,46.20%,4.08,4.04,1.7
102,Kyle Freeland,COL,9,13,0,32,32,184,6.71,2.37,1.51,0.317,68.80%,40.80%,5.14,4.72,1.7
103,Ryan Weathers,MIA,8,9,0,24,24,133,8.48,3.2,1.14,0.297,73.60%,43.20%,3.97,4.09,1.6
104,Michael McGreevy,STL,10,10,0,42,26,167.1,6.16,2.19,1.05,0.301,71.50%,49.70%,4.04,4.12,1.6
105,Jacob Lopez,ATH,8,9,0,24,24,136.1,8.98,3.66,1.35,0.288,72.70%,36.30%,4.35,4.46,1.6
106,Jacob Misiorowski,MIL,9,9,0,40,24,147.1,9.92,4.24,1.16,0.288,73.70%,39.50%,4.04,4.2,1.6
107,Kumar Rocker,TEX,8,8,0,24,24,130.2,7.76,2.85,1.18,0.3,71.30%,45.70%,4.24,4.18,1.6
108,Robbie Ray,SFG,10,11,0,31,31,179.2,9.37,3.43,1.29,0.291,73.00%,36.20%,4.2,4.18,1.6
109,Reynaldo López,ATL,8,7,0,39,19,129,9.24,3.09,1.14,0.299,72.60%,40.20%,4,3.85,1.6
110,Ryne Nelson,ARI,10,10,0,29,29,168.2,7.41,2.6,1.25,0.302,71.10%,39.50%,4.39,4.26,1.6
111,Parker Messick,CLE,8,9,0,26,26,147.2,7.97,3.09,1.14,0.296,72.70%,44.80%,4.05,4.18,1.6
112,Justin Verlander,,8,9,0,26,26,143.1,7.61,2.8,1.38,0.286,71.50%,33.60%,4.44,4.5,1.6
113,Taj Bradley,MIN,7,8,0,46,18,126,8.96,3.1,1.23,0.297,72.80%,39.90%,4.12,4.06,1.5
114,Mason Miller,SDP,4,2,32,66,0,66,14.24,3.45,0.75,0.282,80.50%,36.80%,2.39,2.31,1.5
115,Andre Pallante,STL,9,10,0,28,28,157.1,6.28,3.49,0.85,0.31,71.00%,56.60%,4.22,4.23,1.5
116,Foster Griffin,,6,6,0,18,18,101.2,7.81,2.61,1.09,0.303,72.40%,46.30%,3.98,3.98,1.5
117,Dustin May,,8,9,0,24,24,135.2,8.38,3.44,1.19,0.298,71.40%,42.60%,4.35,4.3,1.5
118,José Berríos,TOR,9,10,0,28,28,159.1,7.59,2.79,1.39,0.296,71.40%,41.30%,4.52,4.53,1.5
119,Jon Gray,,7,8,0,23,23,126,7.7,2.97,1.33,0.295,71.40%,40.00%,4.46,4.45,1.5
120,Tyler Mahle,,8,9,0,26,26,144.1,7.66,2.91,1.3,0.293,72.00%,39.20%,4.33,4.37,1.5
121,Mike Burrows,PIT,7,8,0,48,18,125,8.61,3.05,1.16,0.296,72.40%,40.70%,4.09,4.04,1.5
122,Lance McCullers Jr.,HOU,8,9,0,32,24,139.2,8.35,4.03,1.16,0.3,71.80%,45.90%,4.41,4.45,1.5
123,Kodai Senga,NYM,8,7,0,37,19,125.1,9.09,3.81,1.07,0.293,73.80%,43.80%,3.91,4.03,1.5
124,Michael Soroka,,8,9,0,24,24,131.1,8.66,3.36,1.24,0.296,71.50%,41.40%,4.31,4.31,1.4
125,Max Scherzer,,8,9,0,24,24,132.2,8.66,2.58,1.55,0.285,72.30%,31.00%,4.42,4.43,1.4
126,Will Warren,NYY,8,8,0,45,21,136,8.75,3.13,1.24,0.294,73.40%,43.80%,4.07,4.14,1.4
127,Hurston Waldrep,ATL,9,10,0,28,28,155.1,7.95,4,1.01,0.307,71.60%,49.50%,4.32,4.28,1.4
128,Troy Melton,DET,8,9,0,49,21,147,7.7,2.85,1.26,0.291,72.20%,40.10%,4.23,4.29,1.4
129,Bryce Miller,SEA,8,9,0,26,26,143.1,8,2.72,1.36,0.285,72.80%,37.70%,4.19,4.33,1.4
130,Nick Martinez,,8,10,0,28,28,154.2,6.7,2.56,1.33,0.297,70.50%,41.30%,4.57,4.54,1.3
131,Dean Kremer,BAL,9,10,0,28,28,157,7.58,2.79,1.45,0.296,71.80%,38.80%,4.55,4.56,1.3
132,Cade Horton,CHC,8,9,0,26,26,143,7.88,3.06,1.3,0.292,71.90%,39.90%,4.33,4.4,1.3
133,Matthew Liberatore,STL,9,10,0,28,28,157.1,7.43,2.99,1.21,0.296,71.60%,40.30%,4.34,4.35,1.3
134,Justin Steele,CHC,5,5,0,15,15,83,8.54,2.54,1.06,0.296,73.90%,45.20%,3.63,3.73,1.3
135,Davis Martin,CHW,8,11,0,28,28,159,6.98,3.17,1.35,0.297,71.10%,43.00%,4.63,4.72,1.3
136,Aaron Civale,,8,10,0,26,26,140,7.76,2.77,1.46,0.293,71.40%,37.40%,4.59,4.58,1.3
137,Chad Patrick,MIL,8,9,0,26,26,141.1,8.15,2.93,1.5,0.283,72.30%,35.10%,4.46,4.59,1.3
138,Joey Cantillo,CLE,8,8,0,66,16,139,9.36,3.83,1.09,0.292,74.60%,42.20%,3.83,4,1.3
139,Anthony Kay,ATH,6,7,0,19,19,110.2,7.11,3.35,1.01,0.306,72.20%,50.20%,4.17,4.26,1.3
140,Andrew Alvarez,WSN,7,9,0,49,19,138.2,6.38,3.56,1,0.298,72.10%,50.00%,4.2,4.49,1.3
141,J.T. Ginn,ATH,6,6,0,29,15,92.2,8.03,3.08,1.07,0.302,72.00%,49.10%,4.06,4.08,1.3
